,rsi,symbol
2016-10-25,61.4191,GOOGL
2016-10-26,56.4728,GOOGL
2016-10-27,53.0823,GOOGL
2016-10-28,54.4525,GOOGL
2016-10-31,47.8717,GOOGL
2016-11-01,45.1812,GOOGL
2016-11-02,36.6249,GOOGL
2016-11-03,34.0863,GOOGL
2016-11-04,33.6469,GOOGL
2016-11-07,47.6126,GOOGL
2016-11-08,52.7086,GOOGL
2016-11-09,49.3861,GOOGL
2016-11-10,38.9242,GOOGL
2016-11-11,36.1412,GOOGL
2016-11-14,30.9673,GOOGL
2016-11-15,41.6234,GOOGL
2016-11-16,43.6802,GOOGL
2016-11-17,46.293,GOOGL
2016-11-18,42.7697,GOOGL
2016-11-21,46.5649,GOOGL
2016-11-22,46.6512,GOOGL
2016-11-23,44.3378,GOOGL
2016-11-25,44.9406,GOOGL
2016-11-28,47.6978,GOOGL
2016-11-29,49.4861,GOOGL
2016-11-30,43.5311,GOOGL
2016-12-01,39.2037,GOOGL
2016-12-02,39.2769,GOOGL
2016-12-05,46.6024,GOOGL
2016-12-06,45.7217,GOOGL
2016-12-07,52.9051,GOOGL
2016-12-08,54.4752,GOOGL
2016-12-09,60.0158,GOOGL
2016-12-12,59.174,GOOGL
2016-12-13,61.9341,GOOGL
2016-12-14,62.8608,GOOGL
2016-12-15,61.4456,GOOGL
2016-12-16,57.8102,GOOGL
2016-12-19,59.0061,GOOGL
2016-12-20,60.238,GOOGL
2016-12-21,58.147,GOOGL
2016-12-22,56.3768,GOOGL
2016-12-23,55.0307,GOOGL
2016-12-27,56.3037,GOOGL
2016-12-28,52.2922,GOOGL
2016-12-29,51.057,GOOGL
2016-12-30,44.1291,GOOGL
2017-01-03,54.129,GOOGL
2017-01-04,53.9685,GOOGL
2017-01-05,56.9731,GOOGL
2017-01-06,63.0103,GOOGL
2017-01-09,63.892,GOOGL
2017-01-10,62.9325,GOOGL
2017-01-11,64.8055,GOOGL
2017-01-12,64.5046,GOOGL
2017-01-13,65.247,GOOGL
2017-01-17,61.8108,GOOGL
2017-01-18,62.7577,GOOGL
2017-01-19,58.1311,GOOGL
2017-01-20,60.682,GOOGL
2017-01-23,69.301,GOOGL
2017-01-24,71.4174,GOOGL
2017-01-25,74.7024,GOOGL
2017-01-26,73.2092,GOOGL
2017-01-27,62.3057,GOOGL
2017-01-30,48.5041,GOOGL
2017-01-31,46.5956,GOOGL
2017-02-01,44.0568,GOOGL
2017-02-02,45.9903,GOOGL
2017-02-03,47.207,GOOGL
2017-02-06,48.2081,GOOGL
2017-02-07,53.1001,GOOGL
2017-02-08,53.504,GOOGL
2017-02-09,53.6232,GOOGL
2017-02-10,56.7955,GOOGL
2017-02-13,59.364,GOOGL
2017-02-14,60.0302,GOOGL
2017-02-15,57.4608,GOOGL
2017-02-16,60.7026,GOOGL
2017-02-17,63.4143,GOOGL
2017-02-21,65.0281,GOOGL
2017-02-22,66.2597,GOOGL
2017-02-23,65.8297,GOOGL
2017-02-24,61.9903,GOOGL
2017-02-27,63.3331,GOOGL
2017-02-28,57.7354,GOOGL
2017-03-01,65.8429,GOOGL
2017-03-02,58.7571,GOOGL
2017-03-03,58.0069,GOOGL
2017-03-06,56.1907,GOOGL
2017-03-07,59.1438,GOOGL
2017-03-08,60.9625,GOOGL
2017-03-09,63.8828,GOOGL
2017-03-10,66.1945,GOOGL
2017-03-13,68.1498,GOOGL
2017-03-14,68.9597,GOOGL
2017-03-15,70.4677,GOOGL
2017-03-16,71.4378,GOOGL
2017-03-17,72.8516,GOOGL
2017-03-20,66.2098,GOOGL
2017-03-21,47.5924,GOOGL
2017-03-22,47.3182,GOOGL
2017-03-23,39.9243,GOOGL
2017-03-24,37.1468,GOOGL
2017-03-27,40.479,GOOGL
2017-03-28,42.5426,GOOGL
2017-03-29,50.5845,GOOGL
2017-03-30,50.2647,GOOGL
2017-03-31,48.8326,GOOGL
2017-04-03,56.0213,GOOGL
2017-04-04,52.3239,GOOGL
2017-04-05,49.2583,GOOGL
2017-04-06,46.2187,GOOGL
2017-04-07,43.9269,GOOGL
2017-04-10,43.6159,GOOGL
2017-04-11,42.1533,GOOGL
2017-04-12,43.9117,GOOGL
2017-04-13,42.7772,GOOGL
2017-04-17,56.8119,GOOGL
2017-04-18,55.6903,GOOGL
2017-04-19,57.6794,GOOGL
2017-04-20,60.392,GOOGL
2017-04-21,59.1007,GOOGL
2017-04-24,70.9346,GOOGL
2017-04-25,74.8253,GOOGL
2017-04-26,74.9347,GOOGL
2017-04-27,75.8028,GOOGL
2017-04-28,84.251,GOOGL
2017-05-01,85.6086,GOOGL
2017-05-02,86.2646,GOOGL
2017-05-03,87.8513,GOOGL
2017-05-04,88.6318,GOOGL
2017-05-05,84.492,GOOGL
2017-05-08,85.841,GOOGL
2017-05-09,83.9886,GOOGL
2017-05-10,82.1847,GOOGL
2017-05-11,82.4131,GOOGL
2017-05-12,81.6083,GOOGL
2017-05-15,82.6036,GOOGL
2017-05-16,83.8472,GOOGL
2017-05-17,63.4959,GOOGL
2017-05-18,66.7246,GOOGL
2017-05-19,68.2322,GOOGL
2017-05-22,71.3996,GOOGL
2017-05-23,73.3668,GOOGL
2017-05-24,75.3556,GOOGL
2017-05-25,78.7973,GOOGL
2017-05-26,79.1082,GOOGL
2017-05-30,79.7654,GOOGL
2017-05-31,72.1162,GOOGL
2017-06-01,72.4917,GOOGL
2017-06-02,74.8694,GOOGL
2017-06-05,76.992,GOOGL
2017-06-06,71.0,GOOGL
2017-06-07,72.5679,GOOGL
2017-06-08,73.4159,GOOGL
2017-06-09,51.6012,GOOGL
2017-06-12,47.8744,GOOGL
2017-06-13,51.7951,GOOGL
2017-06-14,50.5834,GOOGL
2017-06-15,47.0115,GOOGL
2017-06-16,46.3028,GOOGL
2017-06-19,54.2132,GOOGL
2017-06-20,51.1667,GOOGL
2017-06-21,55.3321,GOOGL
2017-06-22,54.3084,GOOGL
2017-06-23,58.3023,GOOGL
2017-06-26,51.18,GOOGL
2017-06-27,41.7616,GOOGL
2017-06-28,47.3759,GOOGL
2017-06-29,39.9344,GOOGL
2017-06-30,37.6962,GOOGL
2017-07-03,35.0407,GOOGL
2017-07-05,40.6772,GOOGL
2017-07-06,39.3639,GOOGL
2017-07-07,44.8672,GOOGL
2017-07-10,48.7572,GOOGL
2017-07-11,49.706,GOOGL
2017-07-12,54.7458,GOOGL
2017-07-13,55.1534,GOOGL
2017-07-14,57.918,GOOGL
2017-07-17,57.4683,GOOGL
2017-07-18,61.2195,GOOGL
2017-07-19,63.0767,GOOGL
2017-07-20,62.7541,GOOGL
2017-07-21,63.3286,GOOGL
2017-07-24,64.9078,GOOGL
2017-07-25,49.7848,GOOGL
2017-07-26,48.2468,GOOGL
2017-07-27,43.2909,GOOGL
2017-07-28,46.0067,GOOGL
2017-07-31,41.3101,GOOGL
2017-08-01,41.8384,GOOGL
2017-08-02,42.4072,GOOGL
2017-08-03,39.5745,GOOGL
2017-08-04,42.6597,GOOGL
2017-08-07,42.6426,GOOGL
2017-08-08,41.9372,GOOGL
2017-08-09,40.0573,GOOGL
2017-08-10,33.5574,GOOGL
2017-08-11,37.8391,GOOGL
2017-08-14,43.2001,GOOGL
2017-08-15,42.8177,GOOGL
2017-08-16,46.5295,GOOGL
2017-08-17,39.1801,GOOGL
2017-08-18,38.5951,GOOGL
2017-08-21,36.4901,GOOGL
2017-08-22,47.7729,GOOGL
2017-08-23,48.8649,GOOGL
2017-08-24,46.1524,GOOGL
2017-08-25,43.2489,GOOGL
2017-08-28,42.1888,GOOGL
2017-08-29,46.7115,GOOGL
2017-08-30,50.9823,GOOGL
2017-08-31,56.5123,GOOGL
2017-09-01,54.6535,GOOGL
2017-09-05,49.0365,GOOGL
2017-09-06,49.3247,GOOGL
2017-09-07,53.4555,GOOGL
2017-09-08,48.8361,GOOGL
2017-09-11,49.8703,GOOGL
2017-09-12,51.7477,GOOGL
2017-09-13,53.8474,GOOGL
2017-09-14,47.7592,GOOGL
2017-09-15,45.1769,GOOGL
2017-09-18,42.354,GOOGL
2017-09-19,46.9367,GOOGL
2017-09-20,52.983,GOOGL
2017-09-21,52.9884,GOOGL
2017-09-22,50.3177,GOOGL
2017-09-25,45.184,GOOGL
2017-09-26,47.2183,GOOGL
2017-09-27,58.9276,GOOGL
2017-09-28,60.9654,GOOGL
2017-09-29,64.4156,GOOGL
2017-10-02,60.3838,GOOGL
2017-10-03,62.2602,GOOGL
2017-10-04,58.8113,GOOGL
2017-10-05,65.8813,GOOGL
2017-10-06,68.5497,GOOGL
2017-10-09,67.6528,GOOGL
2017-10-10,64.5679,GOOGL
2017-10-11,70.3338,GOOGL
2017-10-12,70.3338,GOOGL
2017-10-13,71.0141,GOOGL
2017-10-16,71.4837,GOOGL
2017-10-17,72.0277,GOOGL
2017-10-18,72.6209,GOOGL
2017-10-19,63.5319,GOOGL
2017-10-20,64.9325,GOOGL
2017-10-23,51.9424,GOOGL
2017-10-24,53.4571,GOOGL
2017-10-25,54.995,GOOGL
2017-10-26,54.9686,GOOGL
2017-10-27,70.8513,GOOGL
2017-10-30,70.509,GOOGL
2017-10-31,70.4479,GOOGL
2017-11-01,73.1127,GOOGL
2017-11-02,73.2134,GOOGL
2017-11-03,75.117,GOOGL
2017-11-06,69.5723,GOOGL
2017-11-07,72.4784,GOOGL
2017-11-08,74.0972,GOOGL
2017-11-09,66.5454,GOOGL
2017-11-10,64.1668,GOOGL
2017-11-13,62.1886,GOOGL
2017-11-14,62.3749,GOOGL
2017-11-15,58.674,GOOGL
2017-11-16,63.9811,GOOGL
2017-11-17,55.9148,GOOGL
2017-11-20,55.1822,GOOGL
2017-11-21,61.9995,GOOGL
2017-11-22,62.6335,GOOGL
2017-11-24,64.4474,GOOGL
2017-11-27,69.7693,GOOGL
2017-11-28,63.9646,GOOGL
2017-11-29,50.5159,GOOGL
2017-11-30,49.9874,GOOGL
2017-12-01,45.3042,GOOGL
2017-12-04,40.4509,GOOGL
2017-12-05,44.2195,GOOGL
2017-12-06,50.0028,GOOGL
2017-12-07,54.5831,GOOGL
2017-12-08,56.3318,GOOGL
2017-12-11,57.2855,GOOGL
2017-12-12,55.6678,GOOGL
2017-12-13,56.7448,GOOGL
2017-12-14,59.2207,GOOGL
2017-12-15,64.4566,GOOGL
2017-12-18,68.3938,GOOGL
2017-12-19,65.2369,GOOGL
2017-12-20,61.6474,GOOGL
2017-12-21,60.0959,GOOGL
2017-12-22,58.9232,GOOGL
2017-12-26,57.1079,GOOGL
2017-12-27,53.7599,GOOGL
2017-12-28,51.3226,GOOGL
2017-12-29,49.8619,GOOGL
2018-01-02,59.5044,GOOGL
2018-01-03,66.011,GOOGL
2018-01-04,67.3204,GOOGL
2018-01-05,71.3883,GOOGL
2018-01-08,72.387,GOOGL
2018-01-09,71.4146,GOOGL
2018-01-10,69.5372,GOOGL
2018-01-11,70.1464,GOOGL
2018-01-12,75.3217,GOOGL
2018-01-16,75.3341,GOOGL
2018-01-17,77.3863,GOOGL
2018-01-18,74.8861,GOOGL
2018-01-19,76.8259,GOOGL
2018-01-22,81.132,GOOGL
2018-01-23,83.0982,GOOGL
2018-01-24,79.4742,GOOGL
2018-01-25,81.4149,GOOGL
2018-01-26,82.3144,GOOGL
2018-01-29,81.4683,GOOGL
2018-01-30,74.5104,GOOGL
2018-01-31,75.7003,GOOGL
2018-02-01,75.2092,GOOGL
2018-02-02,44.4523,GOOGL
2018-02-05,31.7285,GOOGL
2018-02-06,39.021,GOOGL
2018-02-07,33.8882,GOOGL
2018-02-08,27.4879,GOOGL
2018-02-09,37.7269,GOOGL
2018-02-12,39.6983,GOOGL
2018-02-13,39.6298,GOOGL
2018-02-14,44.208,GOOGL
2018-02-15,48.4414,GOOGL
2018-02-16,49.3595,GOOGL
2018-02-20,51.1886,GOOGL
2018-02-21,53.4621,GOOGL
2018-02-22,52.4649,GOOGL
2018-02-23,56.5852,GOOGL
2018-02-26,59.8051,GOOGL
2018-02-27,52.7379,GOOGL
2018-02-28,49.4711,GOOGL
2018-03-01,42.6629,GOOGL
2018-03-02,45.8078,GOOGL
2018-03-05,48.3529,GOOGL
2018-03-06,49.8203,GOOGL
2018-03-07,53.1232,GOOGL
2018-03-08,56.2671,GOOGL
2018-03-09,62.249,GOOGL
2018-03-12,63.1277,GOOGL
2018-03-13,55.9569,GOOGL
2018-03-14,57.741,GOOGL
2018-03-15,58.0912,GOOGL
2018-03-16,53.5898,GOOGL
2018-03-19,45.5287,GOOGL
2018-03-20,44.63,GOOGL
2018-03-21,44.2336,GOOGL
2018-03-22,36.3444,GOOGL
2018-03-23,32.3041,GOOGL
2018-03-26,39.7696,GOOGL
2018-03-27,33.0497,GOOGL
2018-03-28,32.8267,GOOGL
2018-03-29,40.6563,GOOGL
2018-04-02,37.0862,GOOGL
2018-04-03,38.5213,GOOGL
2018-04-04,41.1566,GOOGL
2018-04-05,41.8694,GOOGL
2018-04-06,38.0276,GOOGL
2018-04-09,40.6486,GOOGL
2018-04-10,44.723,GOOGL
2018-04-11,42.531,GOOGL
2018-04-12,45.6006,GOOGL
2018-04-13,45.3341,GOOGL
2018-04-16,47.9698,GOOGL
2018-04-17,55.5932,GOOGL
2018-04-18,54.5655,GOOGL
2018-04-19,57.5579,GOOGL
2018-04-20,54.2389,GOOGL
2018-04-23,53.2815,GOOGL
2018-04-24,41.7196,GOOGL
2018-04-25,41.8126,GOOGL
2018-04-26,47.0917,GOOGL
2018-04-27,44.5511,GOOGL
2018-04-30,41.9089,GOOGL
2018-05-01,47.6668,GOOGL
2018-05-02,44.5161,GOOGL
2018-05-03,44.5832,GOOGL
2018-05-04,50.9,GOOGL
2018-05-07,52.8811,GOOGL
2018-05-08,52.6459,GOOGL
2018-05-09,59.4287,GOOGL
2018-05-10,62.5704,GOOGL
2018-05-11,61.9171,GOOGL
2018-05-14,62.5656,GOOGL
2018-05-15,55.6759,GOOGL
2018-05-16,55.4399,GOOGL
2018-05-17,54.5367,GOOGL
2018-05-18,50.8718,GOOGL
2018-05-21,54.9074,GOOGL
2018-05-22,52.1162,GOOGL
2018-05-23,55.1236,GOOGL
2018-05-24,54.9457,GOOGL
2018-05-25,54.4372,GOOGL
2018-05-29,48.7589,GOOGL
2018-05-30,51.9294,GOOGL
2018-05-31,58.5494,GOOGL
2018-06-01,66.311,GOOGL
2018-06-04,69.483,GOOGL
2018-06-05,68.7029,GOOGL
2018-06-06,67.0692,GOOGL
2018-06-07,62.1679,GOOGL
2018-06-08,61.5073,GOOGL
2018-06-11,63.5074,GOOGL
2018-06-12,65.2388,GOOGL
2018-06-13,63.477,GOOGL
2018-06-14,67.2917,GOOGL
2018-06-15,66.8937,GOOGL
2018-06-18,72.0466,GOOGL
2018-06-19,69.6966,GOOGL
2018-06-20,70.8241,GOOGL
2018-06-21,63.8651,GOOGL
2018-06-22,63.7959,GOOGL
2018-06-25,51.7194,GOOGL
2018-06-26,49.4808,GOOGL
2018-06-27,44.5875,GOOGL
2018-06-28,48.0589,GOOGL
2018-06-29,48.9032,GOOGL
2018-07-02,53.287,GOOGL
2018-07-03,44.9787,GOOGL
2018-07-05,52.6731,GOOGL
2018-07-06,56.3017,GOOGL
2018-07-09,59.2765,GOOGL
2018-07-10,59.2267,GOOGL
2018-07-11,60.3347,GOOGL
2018-07-12,66.997,GOOGL
2018-07-13,67.6182,GOOGL
2018-07-16,64.3533,GOOGL
2018-07-17,67.8548,GOOGL
2018-07-18,67.7812,GOOGL
2018-07-19,61.9096,GOOGL
2018-07-20,61.4035,GOOGL
2018-07-23,64.7413,GOOGL
2018-07-24,73.5829,GOOGL
2018-07-25,76.0257,GOOGL
2018-07-26,77.2435,GOOGL
2018-07-27,65.0966,GOOGL
2018-07-30,58.1913,GOOGL
2018-07-31,57.3823,GOOGL
2018-08-01,58.6491,GOOGL
2018-08-02,60.4357,GOOGL
2018-08-03,59.4268,GOOGL
2018-08-06,59.251,GOOGL
2018-08-07,63.5551,GOOGL
2018-08-08,64.766,GOOGL
2018-08-09,65.4704,GOOGL
2018-08-10,60.4974,GOOGL
2018-08-13,58.9362,GOOGL
2018-08-14,61.5588,GOOGL
2018-08-15,51.832,GOOGL
2018-08-16,49.1965,GOOGL
2018-08-17,46.6277,GOOGL
2018-08-20,48.7682,GOOGL
2018-08-21,47.2493,GOOGL
2018-08-22,48.8881,GOOGL
2018-08-23,48.6667,GOOGL
2018-08-24,54.5255,GOOGL
2018-08-27,60.5904,GOOGL
2018-08-28,56.2796,GOOGL
2018-08-29,61.5915,GOOGL
2018-08-30,57.5032,GOOGL
2018-08-31,49.6355,GOOGL
2018-09-04,43.7952,GOOGL
2018-09-05,40.7205,GOOGL
2018-09-06,37.2364,GOOGL
2018-09-07,35.8377,GOOGL
2018-09-10,35.2737,GOOGL
2018-09-11,41.1592,GOOGL
2018-09-12,36.729,GOOGL
2018-09-13,40.6706,GOOGL
2018-09-14,39.6214,GOOGL
2018-09-17,35.3383,GOOGL
2018-09-18,38.223,GOOGL
2018-09-19,41.0103,GOOGL
2018-09-20,47.2083,GOOGL
2018-09-21,41.8806,GOOGL
2018-09-24,44.4625,GOOGL
2018-09-25,49.1484,GOOGL
2018-09-26,49.2032,GOOGL
2018-09-27,53.4283,GOOGL
2018-09-28,53.3277,GOOGL
2018-10-01,53.8125,GOOGL
2018-10-02,53.4455,GOOGL
2018-10-03,54.8935,GOOGL
2018-10-04,42.3327,GOOGL
2018-10-05,39.709,GOOGL
2018-10-08,36.5633,GOOGL
2018-10-09,33.9491,GOOGL
2018-10-10,24.6063,GOOGL
2018-10-11,24.4125,GOOGL
2018-10-12,35.8345,GOOGL
2018-10-15,32.6112,GOOGL
2018-10-16,42.105,GOOGL
2018-10-17,40.9907,GOOGL
2018-10-18,35.518,GOOGL
2018-10-19,37.7117,GOOGL
2018-10-22,39.596,GOOGL
2018-10-23,40.7008,GOOGL
2018-10-24,30.7977,GOOGL
2018-10-25,42.8412,GOOGL
2018-10-26,39.6672,GOOGL
2018-10-29,33.135,GOOGL
2018-10-30,36.5288,GOOGL
2018-10-31,44.8982,GOOGL
2018-11-01,44.1952,GOOGL
2018-11-02,41.9664,GOOGL
2018-11-05,39.6257,GOOGL
2018-11-06,42.6508,GOOGL
2018-11-07,50.1644,GOOGL
2018-11-08,47.7912,GOOGL
2018-11-09,44.8356,GOOGL
2018-11-12,40.5894,GOOGL
2018-11-13,40.3824,GOOGL
2018-11-14,41.8997,GOOGL
2018-11-15,45.6137,GOOGL
2018-11-16,45.0897,GOOGL
2018-11-19,38.1545,GOOGL
2018-11-20,38.9051,GOOGL
2018-11-21,42.1446,GOOGL
2018-11-23,39.8101,GOOGL
2018-11-26,46.049,GOOGL
2018-11-27,45.3322,GOOGL
2018-11-28,53.7086,GOOGL
2018-11-29,54.2418,GOOGL
2018-11-30,57.115,GOOGL
2018-12-03,58.3685,GOOGL
2018-12-04,46.5903,GOOGL
2018-12-06,49.7532,GOOGL
2018-12-07,44.0803,GOOGL
2018-12-10,45.4829,GOOGL
2018-12-11,47.3094,GOOGL
2018-12-12,49.8881,GOOGL
2018-12-13,49.8468,GOOGL
2018-12-14,45.2131,GOOGL
2018-12-17,40.3865,GOOGL
2018-12-18,44.7178,GOOGL
2018-12-19,43.2045,GOOGL
2018-12-20,40.9732,GOOGL
2018-12-21,35.5869,GOOGL
2018-12-24,34.5902,GOOGL
2018-12-26,49.2791,GOOGL
2018-12-27,50.2409,GOOGL
2018-12-28,49.0082,GOOGL
2018-12-31,48.6526,GOOGL
2019-01-02,50.8237,GOOGL
2019-01-03,44.7063,GOOGL
2019-01-04,55.1704,GOOGL
2019-01-07,54.7146,GOOGL
2019-01-08,56.4188,GOOGL
2019-01-09,55.5329,GOOGL
2019-01-10,54.8299,GOOGL
2019-01-11,51.271,GOOGL
2019-01-14,48.2284,GOOGL
2019-01-15,55.8485,GOOGL
2019-01-16,56.4404,GOOGL
2019-01-17,58.3656,GOOGL
2019-01-18,59.9867,GOOGL
2019-01-22,52.3002,GOOGL
2019-01-23,53.5913,GOOGL
2019-01-24,53.4807,GOOGL
2019-01-25,57.5128,GOOGL
2019-01-28,51.5619,GOOGL
2019-01-29,49.086,GOOGL
2019-01-30,55.6258,GOOGL
2019-01-31,61.013,GOOGL
2019-02-01,59.0029,GOOGL
2019-02-04,63.1079,GOOGL
2019-02-05,64.8453,GOOGL
2019-02-06,56.8494,GOOGL
2019-02-07,52.7454,GOOGL
2019-02-08,51.9065,GOOGL
2019-02-11,51.8411,GOOGL
2019-02-12,57.4896,GOOGL
2019-02-13,57.7099,GOOGL
2019-02-14,57.8377,GOOGL
2019-02-15,54.8426,GOOGL
2019-02-19,56.5832,GOOGL
2019-02-20,54.6318,GOOGL
2019-02-21,49.5408,GOOGL
2019-02-22,53.0902,GOOGL
2019-02-25,53.3107,GOOGL
2019-02-26,54.7045,GOOGL
2019-02-27,54.9766,GOOGL
2019-02-28,56.1566,GOOGL
2019-03-01,62.5082,GOOGL
2019-03-04,63.7689,GOOGL
2019-03-05,67.5507,GOOGL
2019-03-06,65.5645,GOOGL
2019-03-07,59.3354,GOOGL
2019-03-08,58.9587,GOOGL
2019-03-11,66.5677,GOOGL
2019-03-12,70.2198,GOOGL
2019-03-13,70.5681,GOOGL
2019-03-14,67.5004,GOOGL
2019-03-15,66.4382,GOOGL
2019-03-18,65.5663,GOOGL
2019-03-19,69.044,GOOGL
2019-03-20,73.9302,GOOGL
2019-03-21,75.6081,GOOGL
2019-03-22,62.8232,GOOGL
2019-03-25,58.952,GOOGL
2019-03-26,56.2133,GOOGL
2019-03-27,52.1219,GOOGL
2019-03-28,50.2123,GOOGL
2019-03-29,51.7447,GOOGL
2019-04-01,58.3465,GOOGL
2019-04-02,60.0925,GOOGL
2019-04-03,61.4892,GOOGL
2019-04-04,63.7303,GOOGL
2019-04-05,60.2349,GOOGL
2019-04-08,58.8574,GOOGL
2019-04-09,56.4077,GOOGL
2019-04-10,57.6835,GOOGL
2019-04-11,58.7688,GOOGL
2019-04-12,63.0405,GOOGL
2019-04-15,64.1957,GOOGL
2019-04-16,65.8245,GOOGL
2019-04-17,68.2071,GOOGL
2019-04-18,68.5882,GOOGL
2019-04-22,71.9361,GOOGL
2019-04-23,75.748,GOOGL
2019-04-24,69.3912,GOOGL
2019-04-25,71.192,GOOGL
2019-04-26,73.5124,GOOGL
2019-04-29,77.1975,GOOGL
2019-04-30,43.4721,GOOGL
2019-05-01,38.6744,GOOGL
2019-05-02,37.4909,GOOGL
2019-05-03,43.7613,GOOGL
2019-05-06,44.7738,GOOGL
2019-05-07,41.7512,GOOGL
2019-05-08,40.1364,GOOGL
2019-05-09,39.5633,GOOGL
2019-05-10,39.492,GOOGL
2019-05-13,33.3926,GOOGL
2019-05-14,31.4184,GOOGL
2019-05-15,45.1062,GOOGL
2019-05-16,48.4128,GOOGL
2019-05-17,45.0589,GOOGL
2019-05-20,40.4306,GOOGL
2019-05-21,42.9877,GOOGL
2019-05-22,43.3652,GOOGL
2019-05-23,41.1768,GOOGL
2019-05-24,39.792,GOOGL
2019-05-28,40.0983,GOOGL
2019-05-29,36.0231,GOOGL
2019-05-30,36.5435,GOOGL
2019-05-31,33.5617,GOOGL
2019-06-03,23.9841,GOOGL
2019-06-04,29.0522,GOOGL
2019-06-05,27.8037,GOOGL
2019-06-06,28.8467,GOOGL
2019-06-07,35.4781,GOOGL
2019-06-10,39.7035,GOOGL
2019-06-11,39.3716,GOOGL
2019-06-12,38.9759,GOOGL
2019-06-13,42.7786,GOOGL
2019-06-14,41.6726,GOOGL
2019-06-17,44.1772,GOOGL
2019-06-18,47.7876,GOOGL
2019-06-19,47.5745,GOOGL
2019-06-20,50.4098,GOOGL
2019-06-21,54.1497,GOOGL
2019-06-24,51.188,GOOGL
2019-06-25,42.7338,GOOGL
2019-06-26,40.9192,GOOGL
2019-06-27,39.9898,GOOGL
2019-06-28,42.3478,GOOGL
2019-07-01,48.4311,GOOGL
2019-07-02,52.394,GOOGL
2019-07-03,55.4352,GOOGL
2019-07-05,58.1196,GOOGL
2019-07-08,52.5296,GOOGL
2019-07-09,54.7435,GOOGL
2019-07-10,59.2761,GOOGL
2019-07-11,60.097,GOOGL
2019-07-12,60.4383,GOOGL
2019-07-15,61.8793,GOOGL
2019-07-16,62.7139,GOOGL
2019-07-17,59.5174,GOOGL
2019-07-18,59.6821,GOOGL
2019-07-19,52.4699,GOOGL
2019-07-22,55.3093,GOOGL
2019-07-23,58.3981,GOOGL
2019-07-24,54.575,GOOGL
2019-07-25,52.8768,GOOGL
2019-07-26,76.0336,GOOGL
2019-07-29,74.8091,GOOGL
2019-07-30,69.8487,GOOGL
2019-07-31,66.4869,GOOGL
2019-08-01,64.3035,GOOGL
2019-08-02,59.2568,GOOGL
2019-08-05,48.2838,GOOGL
2019-08-06,52.0409,GOOGL
2019-08-07,53.1256,GOOGL
2019-08-08,59.3349,GOOGL
2019-08-09,54.8657,GOOGL
2019-08-12,51.3936,GOOGL
2019-08-13,56.0206,GOOGL
2019-08-14,48.7227,GOOGL
2019-08-15,49.8216,GOOGL
2019-08-16,51.9832,GOOGL
2019-08-19,56.332,GOOGL
2019-08-20,52.2712,GOOGL
2019-08-21,53.9722,GOOGL
2019-08-22,53.9568,GOOGL
2019-08-23,45.1615,GOOGL
2019-08-26,49.2909,GOOGL
2019-08-27,49.2093,GOOGL
2019-08-28,49.9359,GOOGL
2019-08-29,54.8056,GOOGL
2019-08-30,53.7855,GOOGL
2019-09-03,48.3093,GOOGL
2019-09-04,51.5314,GOOGL
2019-09-05,58.1409,GOOGL
2019-09-06,56.5127,GOOGL
2019-09-09,56.2095,GOOGL
2019-09-10,56.3129,GOOGL
2019-09-11,59.7187,GOOGL
2019-09-12,62.9731,GOOGL
2019-09-13,64.0309,GOOGL
2019-09-16,60.9195,GOOGL
2019-09-17,60.2625,GOOGL
2019-09-18,60.9798,GOOGL
2019-09-19,62.5817,GOOGL
2019-09-20,58.7855,GOOGL
2019-09-23,60.2007,GOOGL
2019-09-24,53.5242,GOOGL
2019-09-25,61.3206,GOOGL
2019-09-26,59.8903,GOOGL
2019-09-27,53.8362,GOOGL
2019-09-30,52.1646,GOOGL
2019-10-01,47.1969,GOOGL
2019-10-02,39.6543,GOOGL
2019-10-03,43.6309,GOOGL
2019-10-04,50.2368,GOOGL
2019-10-07,49.4512,GOOGL
2019-10-08,44.4467,GOOGL
2019-10-09,48.2647,GOOGL
2019-10-10,50.3809,GOOGL
2019-10-11,52.2378,GOOGL
2019-10-14,52.8649,GOOGL
2019-10-15,59.6434,GOOGL
2019-10-16,59.8366,GOOGL
2019-10-17,62.3401,GOOGL
2019-10-18,58.9522,GOOGL
2019-10-21,58.8988,GOOGL
2019-10-22,57.568,GOOGL
2019-10-23,62.4429,GOOGL
2019-10-24,62.8569,GOOGL
2019-10-25,64.3412,GOOGL
2019-10-28,70.3991,GOOGL
2019-10-29,58.1842,GOOGL
2019-10-30,58.1952,GOOGL
2019-10-31,57.4202,GOOGL
2019-11-01,61.3446,GOOGL
2019-11-04,65.7345,GOOGL
2019-11-05,66.1706,GOOGL
2019-11-06,65.9581,GOOGL
2019-11-07,69.8233,GOOGL
2019-11-08,70.293,GOOGL
2019-11-11,64.653,GOOGL
2019-11-12,64.1002,GOOGL
2019-11-13,63.537,GOOGL
2019-11-14,67.4191,GOOGL
2019-11-15,73.1979,GOOGL
2019-11-18,66.1053,GOOGL
2019-11-19,62.6459,GOOGL
2019-11-20,57.823,GOOGL
2019-11-21,57.0646,GOOGL
2019-11-22,54.1855,GOOGL
2019-11-25,58.3702,GOOGL
2019-11-26,60.7444,GOOGL
2019-11-27,60.3066,GOOGL
2019-11-29,56.2701,GOOGL
2019-12-02,49.5099,GOOGL
