date,open,high,low,close,volume,symbol,rsi,sma,month,month_name,weekday_name
2025-01-21,430.2,430.8999,425.595,428.5,26085703.0,MSFT,50.7822,421.4765,1,January,Tuesday
2025-01-22,437.56,447.27,436.0,446.2,27803811.0,MSFT,63.6807,422.9971,1,January,Wednesday
2025-01-23,442.0,446.75,441.5048,446.71,18389270.0,MSFT,63.9737,424.7909,1,January,Thursday
2025-01-24,445.16,446.65,441.4,444.06,15549453.0,MSFT,61.2108,426.604,1,January,Friday
2025-01-27,424.01,435.2,423.5,434.56,35647805.0,MSFT,52.4632,427.4017,1,January,Monday
2025-01-28,434.6,448.38,431.38,447.2,23491703.0,MSFT,60.5429,428.7785,1,January,Tuesday
2025-01-29,446.69,446.88,440.4,442.33,23581370.0,MSFT,56.5545,430.1988,1,January,Wednesday
2025-01-30,418.77,422.86,413.16,414.99,54586260.0,MSFT,40.4458,429.5178,1,January,Thursday
2025-01-31,418.98,420.69,414.91,415.06,34223388.0,MSFT,40.4925,429.241,1,January,Friday
2025-02-03,411.6,415.41,408.66,410.92,25679149.0,MSFT,38.5649,428.7949,2,February,Monday
2025-02-04,412.685,413.9199,409.74,412.37,20532096.0,MSFT,39.6486,428.5601,2,February,Tuesday
2025-02-05,412.35,413.827,410.4,413.29,16336188.0,MSFT,40.3673,427.6336,2,February,Wednesday
2025-02-06,414.0,418.2,414.0,415.82,16309755.0,MSFT,42.3988,427.0103,2,February,Thursday
2025-02-07,416.48,418.65,408.1,409.75,22886844.0,MSFT,38.9687,425.6384,2,February,Friday
2025-02-10,413.71,415.4624,410.92,412.22,20817919.0,MSFT,41.0583,424.48,2,February,Monday
2025-02-11,409.64,412.49,409.3,411.44,18140592.0,MSFT,40.5858,422.0066,2,February,Tuesday
2025-02-12,407.21,410.75,404.3673,409.04,19121734.0,MSFT,39.0947,419.3262,2,February,Wednesday
2025-02-13,407.0,411.0,406.36,410.54,23891731.0,MSFT,40.5644,416.941,2,February,Thursday
2025-02-14,407.79,408.91,405.88,408.43,22758464.0,MSFT,39.1339,415.0817,2,February,Friday
2025-02-18,408.0,410.597,406.5,409.64,21423051.0,MSFT,40.4312,412.4091,2,February,Tuesday
2025-02-19,407.88,415.49,407.65,414.77,24114197.0,MSFT,45.7143,410.448,2,February,Wednesday
2025-02-20,415.29,419.31,412.54,416.13,23508728.0,MSFT,47.841,410.5882,2,February,Thursday
2025-02-21,417.335,418.048,407.89,408.21,27524799.0,MSFT,41.4969,410.1587,2,February,Friday
2025-02-24,408.51,409.37,399.32,404.0,26443656.0,MSFT,38.5691,409.7236,2,February,Monday
2025-02-25,401.1,401.915,396.7,397.9,29387402.0,MSFT,34.744,408.7505,2,February,Tuesday
2025-02-26,398.01,403.6,394.245,399.73,19618954.0,MSFT,36.7699,407.8423,2,February,Wednesday
2025-02-27,401.265,405.74,392.17,392.53,21127406.0,MSFT,32.4953,406.2408,2,February,Thursday
2025-02-28,392.655,397.63,386.57,396.99,32845658.0,MSFT,37.3537,405.3892,2,February,Friday
2025-03-03,398.82,398.82,386.155,388.49,23007726.0,MSFT,32.5461,403.7558,3,March,Monday
2025-03-04,383.4,392.58,381.0,388.61,29342923.0,MSFT,32.6778,402.1865,3,March,Tuesday
2025-03-05,389.34,401.67,388.81,401.02,23433132.0,MSFT,44.7047,401.6727,3,March,Wednesday
2025-03-06,394.28,402.15,392.6777,396.89,23304625.0,MSFT,42.0147,400.7578,3,March,Thursday
2025-03-07,392.32,394.8,385.54,393.31,22034087.0,MSFT,39.7801,399.7377,3,March,Friday
2025-03-10,385.84,386.4,377.22,380.16,32569768.0,MSFT,32.8657,397.694,3,March,Monday
2025-03-11,379.0,386.0,376.91,380.45,30380177.0,MSFT,33.1417,395.3059,3,March,Tuesday
2025-03-12,382.95,385.2165,378.9507,383.27,24253567.0,MSFT,35.9013,392.9631,3,March,Wednesday
2025-03-13,383.155,385.32,377.45,378.77,20473017.0,MSFT,33.5234,390.8641,3,March,Thursday
2025-03-14,379.775,390.23,379.51,388.56,19952846.0,MSFT,42.4534,389.7632,3,March,Friday
2025-03-17,386.7,392.705,385.57,388.7,22474272.0,MSFT,42.5722,389.1073,3,March,Monday
2025-03-18,387.07,387.37,381.1,383.52,19486850.0,MSFT,39.3363,387.9515,3,March,Tuesday
2025-03-19,385.525,389.68,384.0,387.82,19185532.0,MSFT,43.1961,387.6157,3,March,Wednesday
2025-03-20,385.735,391.785,383.28,386.84,18470542.0,MSFT,42.5319,386.892,3,March,Thursday
2025-03-21,383.215,391.74,382.8,391.26,39675928.0,MSFT,46.5257,387.0895,3,March,Friday
2025-03-24,395.4,395.4,389.81,393.08,21004548.0,MSFT,48.1243,387.4082,3,March,Monday
2025-03-25,393.915,396.36,392.64,395.16,15774968.0,MSFT,49.9653,386.9904,3,March,Tuesday
2025-03-26,395.0,395.31,388.57,389.97,16132906.0,MSFT,45.6153,386.4971,3,March,Wednesday
2025-03-27,390.13,392.24,387.395,390.58,13766761.0,MSFT,46.2081,386.3024,3,March,Thursday
2025-03-28,388.08,389.13,376.93,378.8,21632016.0,MSFT,37.6693,386.2054,3,March,Friday
2025-03-31,372.535,377.07,367.24,375.39,35184676.0,MSFT,35.6175,385.8447,3,March,Monday
2025-04-01,374.65,382.85,373.23,382.19,19689503.0,MSFT,42.3599,385.7677,4,April,Tuesday
2025-04-02,377.965,385.08,376.62,382.14,16092555.0,MSFT,42.3248,386.0079,4,April,Wednesday
2025-04-03,374.785,377.48,369.35,373.11,30197997.0,MSFT,36.4507,384.9064,4,April,Thursday
2025-04-04,364.125,374.59,359.48,359.84,49209854.0,MSFT,29.8865,382.8487,4,April,Friday
2025-04-07,350.88,370.9999,344.79,357.86,50424998.0,MSFT,29.0459,381.0192,4,April,Monday
2025-04-08,368.255,373.65,350.25,354.56,35868918.0,MSFT,27.6502,378.6479,4,April,Tuesday
2025-04-09,353.535,393.225,353.1,390.49,50199696.0,MSFT,53.7238,378.9081,4,April,Wednesday
2025-04-10,382.06,383.9,367.8,381.35,38024368.0,MSFT,48.8964,378.2015,4,April,Thursday
2025-04-11,380.635,390.05,378.89,388.45,23839220.0,MSFT,52.4693,377.8714,4,April,Friday
2025-04-14,393.22,394.65,384.21,387.81,19251172.0,MSFT,52.1156,377.3474,4,April,Monday
2025-04-15,388.505,391.89,384.1599,385.73,17199890.0,MSFT,50.9143,377.0451,4,April,Tuesday
2025-04-16,380.67,381.61,368.0,371.61,21967826.0,MSFT,43.5719,375.6926,4,April,Wednesday
2025-04-17,373.745,374.3215,366.89,367.78,21120192.0,MSFT,41.8106,374.9069,4,April,Thursday
2025-04-21,362.815,364.48,355.67,359.12,20807279.0,MSFT,38.0639,373.7468,4,April,Monday
2025-04-22,363.375,367.77,359.8602,366.82,19484993.0,MSFT,42.9584,372.651,4,April,Tuesday
2025-04-23,376.06,380.39,373.02,374.39,20545526.0,MSFT,47.3624,372.0984,4,April,Wednesday
2025-04-24,375.695,388.45,375.19,387.3,22232289.0,MSFT,53.8995,373.1101,4,April,Thursday
2025-04-25,387.0,392.16,384.6,391.85,18973165.0,MSFT,55.9746,375.3924,4,April,Friday
2025-04-28,391.955,392.74,386.638,391.16,16579430.0,MSFT,55.5661,377.7666,4,April,Monday
2025-04-29,391.3,395.1,390.38,394.04,14973976.0,MSFT,56.9774,380.5815,4,April,Tuesday
2025-04-30,390.3,396.66,384.44,395.26,36461075.0,MSFT,57.5919,380.9216,4,April,Wednesday
2025-05-01,431.11,436.99,424.9,425.4,58938100.0,MSFT,69.2693,384.0622,5,May,Thursday
2025-05-02,431.74,439.44,429.985,435.28,30757434.0,MSFT,71.9919,387.4011,5,May,Friday
2025-05-05,432.87,439.5,432.11,436.17,20136053.0,MSFT,72.2306,390.8491,5,May,Monday
2025-05-06,432.2,437.73,431.17,433.31,15104204.0,MSFT,70.1615,394.2414,5,May,Tuesday
2025-05-07,433.84,438.12,431.1103,433.35,23307241.0,MSFT,70.1744,398.6434,5,May,Wednesday
2025-05-08,437.93,443.67,435.66,438.17,23491330.0,MSFT,71.7551,403.662,5,May,Thursday
2025-05-09,440.0,440.74,435.88,438.73,15324233.0,MSFT,71.9412,409.3381,5,May,Friday
2025-05-12,445.94,449.37,439.78,449.26,22821935.0,MSFT,75.2436,415.2159,5,May,Monday
2025-05-13,447.78,450.6733,445.36,449.14,23618819.0,MSFT,75.135,420.5454,5,May,Tuesday
2025-05-14,448.14,453.9,448.14,452.94,19902796.0,MSFT,76.3008,425.2254,5,May,Wednesday
2025-05-15,450.765,456.19,450.4301,453.13,21992323.0,MSFT,76.6176,429.6537,5,May,Thursday
2025-05-16,452.05,454.36,448.73,454.27,23849781.0,MSFT,76.9886,434.2127,5,May,Friday
2025-05-19,450.875,459.585,450.8,458.87,21336509.0,MSFT,78.4729,438.8948,5,May,Monday
2025-05-20,455.59,458.34,454.3201,458.17,15441808.0,MSFT,77.6521,443.44,5,May,Tuesday
2025-05-21,454.57,457.78,451.814,452.57,19216906.0,MSFT,71.2328,445.4363,5,May,Wednesday
2025-05-22,454.95,460.25,453.9,454.86,18025612.0,MSFT,72.2433,446.8917,5,May,Thursday
2025-05-23,449.98,453.69,448.91,450.18,16883509.0,MSFT,67.0589,447.9494,5,May,Friday
2025-05-27,456.48,460.95,456.115,460.69,20974293.0,MSFT,71.9305,449.9617,5,May,Tuesday
2025-05-28,461.22,462.52,456.93,457.36,17086261.0,MSFT,68.4752,451.7333,5,May,Wednesday
2025-05-29,461.55,461.72,455.3105,458.68,13982211.0,MSFT,69.1087,453.2555,5,May,Thursday
2025-01-03,191.37,193.21,189.975,191.79,18596159.0,GOOGL,58.4145,191.9885,1,January,Friday
2025-01-06,193.98,198.2222,193.85,196.87,29563638.0,GOOGL,63.9139,192.4915,1,January,Monday
2025-01-07,197.11,201.0,194.6,195.49,26487244.0,GOOGL,61.5333,192.408,1,January,Tuesday
2025-01-08,192.57,196.29,192.38,193.95,24864766.0,GOOGL,58.8969,192.3031,1,January,Wednesday
2025-01-10,194.295,196.52,190.31,192.04,26665206.0,GOOGL,55.7089,192.5628,1,January,Friday
2025-01-13,190.07,191.18,187.36,191.01,21823699.0,GOOGL,54.011,192.7412,1,January,Monday
2025-01-14,191.24,191.98,188.3082,189.66,17174854.0,GOOGL,51.7834,192.6163,1,January,Tuesday
2025-01-15,193.09,196.36,191.86,195.55,21775969.0,GOOGL,59.6105,192.682,1,January,Wednesday
2025-01-16,194.14,195.48,192.81,192.91,17815432.0,GOOGL,55.279,192.4537,1,January,Thursday
2025-01-17,196.53,197.23,193.75,196.0,27735089.0,GOOGL,59.0314,192.4822,1,January,Friday
2025-01-21,199.07,202.29,197.87,198.05,29971292.0,GOOGL,61.3484,192.8596,1,January,Tuesday
2025-01-22,199.06,200.48,197.53,198.37,26200617.0,GOOGL,61.7125,193.3683,1,January,Wednesday
2025-01-23,198.14,200.3,195.2,197.98,26951357.0,GOOGL,60.9589,193.9875,1,January,Thursday
2025-01-24,198.1,200.9,198.0,200.21,23877521.0,GOOGL,63.6891,194.7566,1,January,Friday
2025-01-27,192.41,196.88,190.73,191.81,41728893.0,GOOGL,49.6146,194.758,1,January,Monday
2025-01-28,192.745,195.48,190.68,195.3,24157929.0,GOOGL,54.1483,194.646,1,January,Tuesday
2025-01-29,195.555,196.785,193.43,195.41,18218256.0,GOOGL,54.2879,194.6403,1,January,Wednesday
2025-01-30,198.0,201.4,197.67,200.87,24354684.0,GOOGL,60.6867,195.134,1,January,Thursday
2025-01-31,202.0,205.48,201.8,204.02,32041952.0,GOOGL,63.8323,195.9887,1,January,Friday
2025-02-03,200.69,203.75,200.1,201.23,27838348.0,GOOGL,59.3061,196.7178,2,February,Monday
2025-02-04,203.39,207.05,202.81,206.38,43856425.0,GOOGL,64.3335,197.9107,2,February,Tuesday
2025-02-05,191.07,192.75,188.03,191.33,70461770.0,GOOGL,46.3231,197.6096,2,February,Wednesday
2025-02-06,189.5,192.1,188.72,191.6,29297442.0,GOOGL,46.6118,197.5161,2,February,Thursday
2025-02-07,191.05,191.18,183.24,185.34,49314961.0,GOOGL,41.0922,196.7556,2,February,Friday
2025-02-10,187.35,188.2,185.86,186.47,23105649.0,GOOGL,42.4178,195.9295,2,February,Monday
2025-02-11,185.03,186.94,184.28,185.32,21239519.0,GOOGL,41.3968,194.9984,2,February,Tuesday
2025-02-12,183.22,185.11,181.83,183.61,22072559.0,GOOGL,39.8606,193.9733,2,February,Wednesday
2025-02-13,184.32,186.28,183.14,186.14,21402523.0,GOOGL,43.2181,192.9695,2,February,Thursday
2025-02-14,185.055,186.4,184.32,185.23,20448437.0,GOOGL,42.3033,192.5,2,February,Friday
2025-02-18,185.6,185.96,181.7401,183.77,29916675.0,GOOGL,40.8107,191.6775,2,February,Tuesday
2025-02-19,184.07,185.46,183.59,185.27,19549396.0,GOOGL,43.0345,190.954,2,February,Wednesday
2025-02-20,184.8,185.31,182.72,184.56,20441462.0,GOOGL,42.2258,189.7904,2,February,Thursday
2025-02-21,185.15,185.34,179.08,179.66,35199239.0,GOOGL,37.051,188.0525,2,February,Friday
2025-02-24,181.99,183.12,178.885,179.25,29854206.0,GOOGL,36.6463,186.4844,2,February,Monday
2025-02-25,178.04,178.74,174.6939,175.42,41913411.0,GOOGL,33.0182,184.2757,2,February,Tuesday
2025-02-26,175.07,176.08,171.5807,172.73,35431268.0,GOOGL,30.718,182.9487,2,February,Wednesday
2025-02-27,173.99,174.56,167.94,168.5,39991015.0,GOOGL,27.4764,181.3007,2,February,Thursday
2025-02-28,168.68,170.61,166.77,170.28,48130565.0,GOOGL,30.7863,180.2263,2,February,Friday
2025-03-03,171.925,173.37,165.93,167.01,40770451.0,GOOGL,28.2368,178.8379,3,March,Monday
2025-03-04,166.24,173.2946,165.8,170.92,45387996.0,GOOGL,35.1522,177.8106,3,March,Tuesday
2025-03-05,170.52,173.78,169.06,173.02,30954922.0,GOOGL,38.5758,177.0551,3,March,Wednesday
2025-03-06,170.53,174.81,170.5,172.35,28301953.0,GOOGL,37.8885,176.0713,3,March,Thursday
2025-03-07,171.26,174.97,170.27,173.86,27385813.0,GOOGL,40.463,175.2601,3,March,Friday
2025-03-10,168.26,168.46,163.69,165.87,43377356.0,GOOGL,32.8891,173.9973,3,March,Monday
2025-03-11,164.91,166.75,161.37,164.04,39587414.0,GOOGL,31.4004,172.4969,3,March,Tuesday
2025-03-12,166.58,167.6399,163.53,167.11,28372396.0,GOOGL,36.5862,171.2663,3,March,Wednesday
2025-03-13,166.035,166.13,162.11,162.76,31756214.0,GOOGL,32.8023,170.0746,3,March,Thursday
2025-03-14,163.27,166.49,162.45,165.49,31995894.0,GOOGL,37.1926,169.1072,3,March,Friday
2025-03-17,165.03,166.3,163.67,164.29,31184335.0,GOOGL,36.0768,168.3273,3,March,Monday
2025-03-18,163.675,164.25,156.72,160.67,42074751.0,GOOGL,32.8731,167.4807,3,March,Tuesday
2025-03-19,161.76,165.87,161.0,163.89,34275582.0,GOOGL,38.1357,167.1659,3,March,Wednesday
2025-03-20,161.57,164.89,160.96,162.8,28138464.0,GOOGL,37.0761,166.6463,3,March,Thursday
2025-03-21,161.205,164.24,160.8901,163.99,36625764.0,GOOGL,39.0667,166.4449,3,March,Friday
2025-03-24,167.065,168.32,165.14,167.68,30879129.0,GOOGL,44.8888,166.2282,3,March,Monday
2025-03-25,168.98,170.63,168.315,170.56,24174373.0,GOOGL,48.9857,166.0674,3,March,Tuesday
2025-03-26,169.0,169.61,164.84,165.06,28939326.0,GOOGL,42.4895,165.5615,3,March,Wednesday
2025-03-27,164.63,165.42,162.0,162.24,24508273.0,GOOGL,39.5905,164.7464,3,March,Thursday
2025-03-28,160.49,161.82,153.63,154.33,48669335.0,GOOGL,32.8252,163.9221,3,March,Friday
2025-03-31,153.11,155.54,150.662,154.64,54603464.0,GOOGL,33.3062,163.2507,3,March,Monday
2025-04-01,153.62,158.1,153.62,157.07,30672899.0,GOOGL,37.1078,162.5336,4,April,Tuesday
2025-04-02,155.15,158.4052,154.7,157.04,25041730.0,GOOGL,37.0797,162.125,4,April,Wednesday
2025-04-03,151.11,152.7799,150.39,150.72,46883371.0,GOOGL,31.6432,161.07,4,April,Thursday
2025-04-04,148.01,151.07,145.38,145.6,62259539.0,GOOGL,28.0546,159.735,4,April,Friday
2025-04-07,141.55,152.85,140.53,146.75,76794136.0,GOOGL,29.9755,158.7407,4,April,Monday
2025-04-08,151.22,152.24,143.03,144.7,52200208.0,GOOGL,28.514,157.37,4,April,Tuesday
2025-04-09,144.415,159.55,143.905,158.71,70406232.0,GOOGL,47.392,157.0779,4,April,Wednesday
2025-04-10,156.54,157.72,149.93,152.82,48021972.0,GOOGL,42.3308,156.28,4,April,Thursday
2025-04-11,152.9,157.67,152.82,157.14,33636239.0,GOOGL,46.817,155.5271,4,April,Friday
2025-04-14,159.995,161.72,157.56,159.07,30332957.0,GOOGL,48.7357,154.7064,4,April,Monday
2025-04-15,159.125,159.65,155.21,156.31,27551534.0,GOOGL,46.1704,154.0814,4,April,Tuesday
2025-04-16,153.1,155.89,151.51,153.33,28187421.0,GOOGL,43.5076,153.445,4,April,Wednesday
2025-04-17,154.29,154.68,148.5,151.16,33046576.0,GOOGL,41.625,153.2186,4,April,Thursday
2025-04-21,148.88,148.945,146.1,147.67,26049115.0,GOOGL,38.7229,152.7207,4,April,Monday
2025-04-22,148.89,152.19,148.54,151.47,26971774.0,GOOGL,43.3539,152.3207,4,April,Tuesday
2025-04-23,155.61,157.525,153.81,155.35,31128833.0,GOOGL,47.7,152.2,4,April,Wednesday
2025-04-24,156.15,159.59,155.79,159.28,45893951.0,GOOGL,51.7391,152.8114,4,April,Thursday
2025-04-25,165.07,166.1,161.04,161.96,56033995.0,GOOGL,54.3293,153.98,4,April,Friday
2025-04-28,162.425,163.15,158.6,160.61,29745782.0,GOOGL,52.7922,154.97,4,April,Monday
2025-04-29,160.325,160.74,157.52,160.16,26808958.0,GOOGL,52.2615,156.0743,4,April,Tuesday
2025-04-30,157.975,159.27,155.4,158.8,34981059.0,GOOGL,50.6055,156.0807,4,April,Wednesday
2025-05-01,160.45,161.95,158.91,161.3,30203248.0,GOOGL,53.521,156.6864,5,May,Thursday
2025-05-02,163.405,164.97,161.87,164.03,25715005.0,GOOGL,56.5378,157.1786,5,May,Friday
2025-05-05,163.0,165.39,162.72,164.21,21341814.0,GOOGL,56.7372,157.5457,5,May,Monday
2025-05-06,162.17,164.8,161.19,163.23,21277210.0,GOOGL,55.251,158.04,5,May,Tuesday
2025-05-07,164.08,165.0,147.84,151.38,127747554.0,GOOGL,41.1984,157.9007,5,May,Wednesday
2025-05-08,155.0,155.93,152.9,154.28,57498692.0,GOOGL,44.8923,158.1236,5,May,Thursday
2025-05-09,154.17,155.05,152.2,152.75,32435281.0,GOOGL,43.3452,158.4864,5,May,Friday
2025-05-12,157.485,159.1,156.25,158.46,44138818.0,GOOGL,50.2378,158.9857,5,May,Monday
2025-05-13,158.79,160.57,156.16,159.53,42382126.0,GOOGL,51.4303,159.2843,5,May,Tuesday
2025-05-14,159.96,167.0,159.61,165.37,48755869.0,GOOGL,57.4267,159.7193,5,May,Wednesday
2025-05-15,165.84,166.205,162.3732,163.96,33146669.0,GOOGL,55.6406,159.8621,5,May,Thursday
2025-05-16,167.725,169.35,165.62,166.19,42846925.0,GOOGL,57.8723,160.2607,5,May,Friday
2025-05-19,164.51,166.64,164.22,166.54,30426097.0,GOOGL,58.2275,160.7164,5,May,Monday
2025-05-20,166.43,168.5,162.9,163.98,46607656.0,GOOGL,54.6011,161.0864,5,May,Tuesday
2025-05-21,163.69,173.14,163.56,168.56,73415956.0,GOOGL,59.465,161.605,5,May,Wednesday
2025-05-22,171.85,176.77,170.71,170.87,74864418.0,GOOGL,61.6942,162.0936,5,May,Thursday
2025-05-23,169.055,169.96,167.89,168.47,35211439.0,GOOGL,58.1181,162.3979,5,May,Friday
2025-05-27,170.16,173.17,170.0,172.9,37995670.0,GOOGL,62.4453,163.0886,5,May,Tuesday
2025-05-28,173.16,175.265,171.9107,172.36,34783997.0,GOOGL,61.6097,164.5871,5,May,Wednesday
2025-05-29,174.0,174.4193,170.63,171.86,29373803.0,GOOGL,60.7984,165.8429,5,May,Thursday
2025-01-03,222.505,225.36,221.62,224.19,27515606.0,AMZN,55.6561,225.02,1,January,Friday
2025-01-06,226.78,228.835,224.84,227.61,31849831.0,AMZN,59.2855,225.0307,1,January,Monday
2025-01-07,227.9,228.381,221.46,222.11,28084164.0,AMZN,51.925,224.2579,1,January,Tuesday
2025-01-08,223.185,223.52,220.2,222.13,25033292.0,AMZN,51.9484,223.6136,1,January,Wednesday
2025-01-10,221.46,221.71,216.5,218.94,36811525.0,AMZN,47.9462,223.5007,1,January,Friday
2025-01-13,218.06,219.4,216.47,218.46,27262655.0,AMZN,47.355,223.1557,1,January,Monday
2025-01-14,220.44,221.82,216.2,217.76,24711650.0,AMZN,46.4554,222.6443,1,January,Tuesday
2025-01-15,222.83,223.57,220.75,223.35,31291257.0,AMZN,53.9748,222.5221,1,January,Wednesday
2025-01-16,224.42,224.65,220.31,220.66,24757276.0,AMZN,50.3131,221.9229,1,January,Thursday
2025-01-17,225.84,226.51,223.08,225.94,42370123.0,AMZN,56.5446,221.8436,1,January,Friday
2025-01-21,228.9,231.78,226.94,230.71,39951456.0,AMZN,61.2703,222.3407,1,January,Tuesday
2025-01-22,232.02,235.44,231.19,235.01,41448217.0,AMZN,64.9686,223.32,1,January,Wednesday
2025-01-23,234.1,235.52,231.51,235.42,26404364.0,AMZN,65.3088,224.465,1,January,Thursday
2025-01-24,234.5,236.4,232.93,234.85,25890738.0,AMZN,64.373,225.51,1,January,Friday
2025-01-27,226.21,235.61,225.86,235.42,49428332.0,AMZN,64.9144,226.3121,1,January,Monday
2025-01-28,234.29,241.77,233.98,238.15,41587188.0,AMZN,67.4647,227.065,1,January,Tuesday
2025-01-29,239.015,240.39,236.15,237.07,26091716.0,AMZN,65.4382,228.1336,1,January,Wednesday
2025-01-30,237.14,237.95,232.22,234.64,32020728.0,AMZN,60.9985,229.0271,1,January,Thursday
2025-01-31,236.5,240.29,236.41,237.68,36162377.0,AMZN,64.2649,230.3657,1,January,Friday
2025-02-03,234.06,239.25,232.9,237.42,37285868.0,AMZN,63.773,231.72,2,February,Monday
2025-02-04,239.01,242.52,238.03,242.06,29713812.0,AMZN,68.4191,233.4557,2,February,Tuesday
2025-02-05,237.02,238.32,235.2,236.17,38832042.0,AMZN,58.213,234.3714,2,February,Wednesday
2025-02-06,238.01,239.6599,236.01,238.83,60897095.0,AMZN,61.0396,235.6693,2,February,Thursday
